target_pred_class,prob_predictions_0,prob_predictions_1,prob_predictions_2,prob_predictions_3,prob_predictions_4,prob_predictions_5,prob_predictions_6,prob_predictions_7,prob_predictions_8,prob_predictions_9,prob_predictions_10,num_labels,class_labels
3,5.1506114e-13,5.651289e-12,6.451066e-17,1.0,2.2943927e-13,6.959322e-16,4.285174e-13,1.06725575e-14,1.304354e-17,5.0182453e-20,6.016909e-17,3,fcc100
9,1.3672805e-16,3.7577305e-21,5.695884e-12,4.5754984e-19,1.9358672e-14,2.269886e-21,3.7197912e-22,9.172407e-19,9.564469e-18,1.0,3.252473e-17,9,hcp11m20
7,7.750722e-24,1.0026917e-10,1.71884e-21,8.9399604e-18,1.0527701e-17,1.5151207e-11,2.929073e-19,1.0,3.6249805e-16,3.7752516e-25,3.520291e-25,7,hcp0001
7,2.5336677e-16,4.1724447e-13,1.0267505e-20,3.2009034e-15,1.2197982e-21,3.2124876e-15,3.868112e-14,1.0,1.8118154e-16,1.8761462e-21,1.5681215e-23,7,hcp0001
6,2.5477498e-23,7.526493e-21,7.3787856e-19,2.4372853e-21,3.3170427e-22,4.0079075e-07,0.99999964,9.805414e-17,1.3807661e-16,3.9369634e-24,2.1146822e-23,6,fcc211
5,5.352301e-26,1.895018e-16,1.88646e-20,5.873005e-23,6.1756737e-22,1.0,3.2208716e-13,2.9638482e-08,7.1942655e-14,5.136138e-18,9.6982005e-26,5,fcc111
6,1.3364331e-16,7.9972764e-16,6.837508e-17,1.1560892e-14,2.4508285e-17,2.824498e-10,1.0,4.1847745e-13,4.9677652e-15,2.0868032e-16,1.117341e-20,6,fcc211
1,3.0777103e-09,0.9999572,2.9910876e-12,1.3383003e-07,2.1853661e-11,3.0957008e-06,3.7738613e-05,1.5356915e-06,1.978589e-07,1.1308051e-11,1.4330813e-10,1,bcc110
3,2.2390992e-05,1.7396313e-05,1.9130506e-11,0.99996006,8.33545e-08,8.7771385e-10,3.8684838e-09,3.395851e-13,3.5158036e-13,4.136346e-16,3.8867406e-11,3,fcc100
3,5.652248e-12,8.4224473e-13,2.4714468e-16,1.0,3.0381119e-12,5.37236e-14,2.630024e-12,7.097906e-13,8.056387e-20,1.465161e-16,4.1147707e-19,3,fcc100
3,1.6642575e-10,1.679436e-10,1.8165689e-17,1.0,1.08504785e-13,2.3551388e-19,3.0229717e-13,5.1481793e-19,8.030113e-15,2.1355793e-18,7.571923e-10,3,fcc100
3,2.798536e-19,2.9315588e-16,9.205532e-19,1.0,8.5117685e-21,1.4148464e-19,3.22591e-15,4.4844482e-20,8.528867e-28,2.9339299e-24,1.1241855e-28,3,fcc100
2,1.4716314e-15,3.4592977e-12,1.0,1.0053655e-13,4.0962225e-14,1.9382421e-11,1.1536562e-16,5.8125445e-13,9.8065924e-14,7.4885584e-11,1.9991743e-14,2,bcc111
8,1.715747e-22,6.9503687e-12,1.3147815e-22,7.747547e-27,9.8764887e-23,1.7028448e-20,6.351691e-14,4.941206e-17,1.0,6.084196e-15,4.6566864e-21,8,hcp10m10
0,0.9999995,3.8923025e-07,5.920235e-17,7.1158607e-10,3.0770428e-16,3.799954e-19,3.7514754e-18,3.965135e-08,1.1580004e-13,5.3365693e-15,1.978384e-09,0,bcc100
3,8.894422e-08,7.2325484e-08,3.2521034e-15,0.99999976,1.1138793e-15,7.475803e-10,1.6976017e-15,4.491568e-13,2.7278365e-16,5.480028e-16,6.6401745e-12,3,fcc100
5,2.1978473e-17,2.8897402e-19,6.865916e-14,3.5619257e-16,4.227636e-22,1.0,1.4136509e-16,1.6466827e-10,3.663241e-21,1.7096174e-16,6.3241465e-16,5,fcc111
6,1.1710234e-24,1.5479266e-15,3.250505e-22,1.3612225e-24,3.2114609e-21,5.4733487e-14,1.0,5.432117e-16,5.5181477e-11,2.1824655e-25,3.20499e-34,6,fcc211
9,1.1296271e-14,8.59377e-14,5.992793e-08,1.7258844e-12,6.9443076e-17,2.0308735e-14,3.592319e-13,1.514079e-13,4.1986773e-13,0.9999999,3.1173917e-16,9,hcp11m20
9,1.0792758e-12,6.9913856e-13,5.1957886e-06,1.5618522e-14,2.5085982e-11,2.324942e-15,1.3700086e-13,1.1556196e-15,6.076397e-14,0.99999475,1.8438558e-11,9,hcp11m20
5,5.9682585e-11,4.8987016e-11,3.0195305e-17,9.983573e-08,5.0271233e-17,0.9999999,6.5204925e-12,2.783077e-12,6.715529e-15,1.2804625e-14,3.1190946e-11,5,fcc111
1,2.8491662e-13,0.9997212,3.0513993e-15,1.40070655e-11,4.1062e-15,8.545204e-15,3.952337e-08,7.148167e-05,0.00020727982,1.5628319e-13,2.946912e-13,1,bcc110
7,1.4885959e-11,3.967826e-05,1.1468707e-16,1.90423e-11,2.4472677e-15,1.6685968e-10,2.5191382e-10,0.9999603,2.0204448e-08,2.285123e-12,1.1310662e-13,7,hcp0001
7,1.7003761e-15,1.797398e-11,9.84155e-23,1.3123515e-14,1.2476435e-22,5.867623e-18,2.3638857e-13,1.0,1.3279504e-10,8.692239e-21,2.2146875e-25,7,hcp0001
2,1.5446483e-13,3.580612e-11,0.9999236,2.968707e-16,4.5923466e-11,1.8781487e-16,5.233787e-09,9.126087e-20,1.6149114e-08,7.633709e-05,4.318774e-13,2,bcc111
4,1.1856233e-08,6.8653486e-15,7.268658e-08,2.4438337e-11,0.9999999,4.488635e-15,1.08574035e-11,8.245497e-14,9.2957325e-18,4.999911e-16,1.336158e-12,4,fcc110
4,1.5609386e-08,1.5170027e-15,5.015854e-08,5.8775035e-10,0.9999999,1.818337e-09,2.211035e-15,1.2655745e-07,9.356717e-13,1.1393032e-11,1.7993539e-10,4,fcc110
8,2.0251364e-26,5.663549e-15,9.786325e-24,1.0272214e-26,7.5718542e-28,3.6420458e-22,2.045754e-16,4.1494557e-23,1.0,1.2753871e-19,1.4688989e-24,8,hcp10m10
4,1.977341e-19,4.4816436e-20,3.4334546e-10,5.5009745e-23,1.0,2.2905612e-14,1.6832043e-21,6.8932206e-22,1.30163316e-20,4.110082e-18,5.59543e-23,4,fcc110
6,1.035169e-23,5.965529e-18,2.1567825e-19,4.0079187e-21,6.921802e-17,5.4589584e-15,1.0,5.335729e-18,1.9729965e-16,7.042993e-24,3.1529012e-30,6,fcc211
8,4.788016e-23,2.1589912e-09,4.590984e-21,1.28183255e-23,1.1819007e-26,6.7010936e-16,2.1486786e-14,4.4473867e-16,1.0,5.3950577e-20,2.0538114e-20,8,hcp10m10
5,3.1848815e-18,1.4684437e-07,4.5128017e-18,6.263978e-12,9.616685e-16,0.9999999,8.294905e-17,1.3243042e-08,7.743597e-17,1.2579065e-25,2.918232e-19,5,fcc111
10,3.2982557e-15,2.245494e-15,3.907163e-16,1.6347343e-18,1.0705755e-13,6.16611e-24,1.6297195e-21,8.1376745e-22,1.2166302e-19,3.4851567e-21,1.0,10,hcp2m1m10
5,1.6355586e-13,3.102385e-16,1.9015915e-14,1.5406528e-13,3.7348352e-14,1.0,1.6088257e-10,1.9190528e-13,2.1182198e-15,1.4213006e-18,2.714278e-18,5,fcc111
7,4.4988213e-21,1.1367789e-11,2.2334481e-23,4.4188996e-20,1.134581e-21,2.7785584e-12,7.3347784e-13,1.0,2.9624755e-15,3.424367e-27,1.811117e-24,7,hcp0001
0,1.0,1.4863065e-14,1.2089989e-15,2.2511476e-10,1.8142234e-11,6.226545e-14,1.1965746e-14,8.0841765e-15,1.07874e-16,1.0628187e-15,5.9710056e-14,0,bcc100
8,2.5610542e-21,2.0878737e-09,3.09248e-18,1.0327296e-19,2.0547654e-22,6.286969e-13,2.5568198e-12,1.1025587e-11,1.0,4.732124e-16,2.7025357e-22,8,hcp10m10
7,2.787016e-14,3.677476e-12,7.2027353e-22,1.0162073e-18,8.3219827e-22,4.605098e-16,1.477442e-15,1.0,5.705039e-12,3.946151e-17,3.9018546e-19,7,hcp0001
7,8.126935e-16,8.027231e-12,8.383194e-21,3.39196e-13,9.1164985e-17,7.862655e-11,6.49826e-11,1.0,3.1287566e-09,3.44693e-15,1.0760688e-23,7,hcp0001
8,4.705624e-17,6.5066533e-12,2.4871865e-22,1.1767077e-21,3.1941663e-25,8.2806436e-14,3.77517e-15,4.737466e-14,1.0,6.988445e-18,7.295379e-20,8,hcp10m10
1,7.701353e-17,1.0,2.2403417e-09,3.1937183e-12,3.6380496e-13,7.1389503e-13,5.5592954e-11,5.775471e-12,7.6811474e-11,8.7992085e-26,5.2839572e-14,1,bcc110
9,1.6502881e-15,8.937476e-17,1.7843998e-12,5.931294e-16,3.2336349e-15,8.372278e-18,5.0925368e-17,6.185952e-15,1.8121637e-13,1.0,3.2130653e-14,9,hcp11m20
1,1.6440917e-16,1.0,4.2210398e-17,7.8117444e-14,8.704368e-17,4.565948e-17,1.3761178e-13,2.2540747e-09,2.8054403e-12,1.4366672e-18,3.112636e-14,1,bcc110
7,7.797662e-14,2.8829736e-12,1.5040982e-19,6.378891e-20,4.8866858e-21,5.301498e-12,5.8854534e-15,1.0,1.4684112e-17,1.3032044e-18,1.2379645e-19,7,hcp0001
0,1.0,4.862731e-15,3.611161e-18,2.5575712e-08,1.6155731e-09,4.8796644e-13,5.5450906e-16,1.3431175e-13,6.890527e-18,1.0149151e-11,4.7659814e-13,0,bcc100
1,8.475493e-18,1.0,2.291705e-15,1.05793344e-13,4.5869647e-18,1.8213577e-12,2.5601823e-08,8.253648e-14,3.9059792e-08,9.4765274e-14,1.7107574e-18,1,bcc110
9,2.0464339e-13,8.157424e-13,3.9209317e-05,1.1584492e-15,1.5549752e-13,4.976955e-13,3.2546932e-12,6.806461e-15,4.2669956e-14,0.9999608,2.1449132e-14,9,hcp11m20
6,1.0911129e-19,7.258858e-17,2.957495e-23,9.708937e-18,1.422091e-20,3.957705e-14,1.0,3.6492488e-15,2.5478447e-18,2.6202507e-19,2.0927125e-29,6,fcc211
7,3.1537343e-13,1.7786226e-09,1.3343011e-20,6.734161e-13,1.6563132e-20,1.1379021e-12,9.294108e-13,1.0,2.8156968e-11,5.145509e-19,2.0325395e-22,7,hcp0001
5,4.9711892e-18,2.1170032e-12,1.3163278e-21,1.0407332e-21,8.8020686e-17,1.0,4.0583754e-09,3.5999456e-10,1.06087306e-10,5.2594116e-22,3.3185434e-26,5,fcc111
2,8.384749e-06,3.4458916e-10,0.9998907,5.756928e-07,7.092472e-10,2.8934097e-09,3.5727716e-11,6.742332e-09,4.692188e-09,0.00010036911,2.9605043e-10,2,bcc111
3,7.2950024e-09,3.8895713e-08,1.7301253e-17,1.0,1.0480566e-12,6.450879e-14,5.6259962e-11,5.52999e-15,2.6380155e-17,2.2940176e-12,4.3399104e-11,3,fcc100
4,2.0439954e-08,1.7868817e-13,1.41010466e-08,5.541764e-11,1.0,2.1482292e-09,1.4692695e-08,4.3909758e-11,5.3563707e-13,9.303211e-12,2.0598467e-11,4,fcc110
10,6.0108985e-17,1.9689302e-11,1.0220521e-15,8.2528875e-19,1.927105e-12,6.091132e-25,6.268295e-19,8.35741e-25,7.225661e-14,2.9923512e-12,1.0,10,hcp2m1m10
6,6.0244897e-24,1.2844896e-17,1.1450604e-20,1.4642537e-19,4.6213422e-23,1.3883408e-12,1.0,7.995468e-18,2.040118e-10,5.4523762e-17,8.607196e-24,6,fcc211
3,1.8063938e-13,5.635452e-13,3.0978152e-19,1.0,2.7990315e-16,3.8890492e-17,3.1080177e-12,4.816354e-16,5.3736842e-17,1.7238163e-22,1.1828443e-17,3,fcc100
5,6.5546664e-20,1.6088207e-15,1.006001e-18,5.918379e-18,1.9393018e-19,0.9999994,7.3786824e-16,5.5891365e-07,7.9740485e-11,6.385635e-19,1.4336977e-20,5,fcc111
2,6.4707123e-16,7.947436e-15,1.0,6.778274e-16,1.8174996e-15,1.1699395e-11,4.026599e-10,2.8789623e-12,2.1308264e-11,4.8900346e-09,3.198115e-11,2,bcc111
4,2.0868602e-11,8.31375e-18,1.202474e-12,5.5448342e-17,1.0,1.10886e-15,2.7601014e-13,9.370506e-13,2.3025358e-15,1.2066894e-13,3.402493e-11,4,fcc110
4,1.5649535e-06,5.5108543e-17,1.9856788e-12,5.5860796e-16,0.99999845,2.3609148e-15,1.2743207e-18,9.654043e-14,5.492724e-16,1.9489266e-11,1.0029761e-12,4,fcc110
0,1.0,6.282497e-17,2.3891887e-20,5.651695e-17,4.3601455e-19,1.1466497e-23,1.9899117e-17,1.1365095e-12,2.3352403e-21,2.1651274e-24,1.0400502e-14,0,bcc100
6,2.0632966e-21,2.1384629e-20,1.6851022e-18,1.812403e-16,9.817622e-24,4.8011257e-17,1.0,1.0707574e-24,1.3794467e-14,1.6923201e-22,2.6734865e-22,6,fcc211
3,7.667223e-12,1.7811712e-10,8.8457265e-17,1.0,1.0180447e-14,3.0003233e-16,2.8300673e-11,2.1287769e-13,2.2930791e-14,5.8900803e-15,2.0929536e-20,3,fcc100
6,1.5643392e-16,2.0094907e-12,3.294117e-16,6.0293946e-14,5.2769955e-11,4.076422e-12,1.0,5.197388e-13,4.8006727e-15,1.7191583e-17,3.626499e-25,6,fcc211
3,2.1706775e-12,5.8842535e-11,1.3450461e-12,1.0,2.9293023e-15,6.524042e-11,8.065957e-11,1.299919e-16,2.2996196e-13,5.797436e-15,6.299245e-14,3,fcc100
1,3.2973457e-17,0.99999976,6.0549256e-16,5.663859e-12,6.5562325e-16,2.6425754e-11,7.545455e-13,3.264196e-08,2.7679434e-07,3.674779e-14,1.1723381e-15,1,bcc110
10,1.6418479e-16,2.0409466e-14,8.9794594e-13,4.4923596e-12,2.4831069e-17,7.153844e-18,5.5522593e-11,2.1166361e-23,1.1859857e-15,2.56244e-15,1.0,10,hcp2m1m10
6,2.4521596e-22,7.949836e-10,2.8897844e-19,1.5656936e-17,5.700453e-18,5.0658547e-14,1.0,1.8758137e-17,1.3054363e-10,1.2360869e-18,7.5322285e-24,6,fcc211
6,5.4692355e-22,4.7728967e-16,3.0998524e-24,5.1165383e-20,2.0173156e-21,7.114202e-23,1.0,2.1476622e-18,1.0267834e-17,1.9277515e-20,2.2412426e-21,6,fcc211
5,5.2162233e-18,1.0318291e-09,3.4024155e-18,4.909509e-17,1.1029237e-16,0.9999999,7.167661e-08,1.9454143e-09,8.959439e-10,7.877249e-25,5.8758443e-25,5,fcc111
9,1.1823838e-12,7.112379e-19,5.231868e-05,3.1195143e-15,2.6222757e-10,9.217504e-16,6.860214e-11,3.7193885e-12,1.1336742e-09,0.99994767,1.5623684e-14,9,hcp11m20
9,2.1133897e-11,2.7505543e-12,2.6419319e-05,1.2038057e-11,1.9933576e-13,1.2577196e-10,8.6868345e-14,2.0919427e-10,1.17235e-07,0.9999734,3.9557095e-12,9,hcp11m20
7,3.6236773e-18,1.4670823e-12,2.58748e-21,2.2877098e-18,6.79687e-22,1.2440847e-13,1.5041628e-17,1.0,3.7609096e-12,3.9645437e-17,1.1877879e-22,7,hcp0001
5,2.0941972e-22,2.6853778e-19,1.1132196e-18,8.372278e-18,5.2337645e-18,1.0,1.2574882e-19,1.296104e-12,6.0941514e-18,2.1644316e-26,1.7935474e-20,5,fcc111
8,1.4831759e-27,6.123646e-13,2.562537e-23,8.541899e-26,1.930356e-28,9.921442e-27,2.6121026e-15,5.464374e-23,1.0,1.8341923e-25,1.5060988e-23,8,hcp10m10
7,7.829634e-13,7.149692e-12,1.0783217e-21,1.6637984e-20,7.790027e-24,1.6902147e-17,1.2222775e-19,1.0,5.215314e-16,2.3140022e-21,6.456398e-20,7,hcp0001
1,1.184539e-22,1.0,1.5123838e-18,2.709509e-18,2.5672825e-23,1.5039267e-18,5.7821467e-17,9.610938e-14,5.4094482e-14,1.4140119e-24,2.5638219e-20,1,bcc110
3,2.358504e-13,2.1686444e-13,5.770921e-20,1.0,1.7110137e-16,3.675053e-14,1.5931659e-11,6.4344583e-15,1.9959374e-20,3.430724e-18,1.9296314e-16,3,fcc100
4,2.7688624e-11,3.42531e-18,1.519421e-11,1.476254e-14,1.0,1.9192787e-14,3.0110867e-18,2.9682068e-10,1.6792844e-15,1.0749209e-14,1.113908e-10,4,fcc110
0,1.0,8.0514775e-11,1.4966371e-16,4.9681597e-09,4.454548e-14,5.161928e-18,3.6107276e-14,3.523086e-17,7.0889326e-14,6.2251324e-14,4.500404e-12,0,bcc100
1,8.726006e-18,0.9999999,1.0888228e-17,5.618984e-14,2.6453957e-14,2.5353012e-16,3.012052e-10,7.6553935e-10,1.6810698e-07,1.5406083e-17,1.5090385e-14,1,bcc110
6,4.3633892e-27,1.1950088e-16,3.9084928e-22,1.0173661e-20,1.8656992e-27,1.6123291e-16,1.0,1.778314e-20,7.771771e-13,2.560129e-19,3.028082e-22,6,fcc211
9,8.580882e-09,8.7874805e-11,0.00017597042,9.310928e-12,1.8876787e-09,1.1811575e-09,1.9231017e-12,2.438025e-09,2.7074703e-08,0.999824,6.634887e-10,9,hcp11m20
8,3.062167e-20,1.4253805e-15,2.3728348e-24,2.4117375e-24,3.2945703e-23,1.8824147e-18,3.4769306e-17,3.3034535e-09,1.0,2.3797471e-20,8.236139e-23,8,hcp10m10
9,3.8256524e-13,6.2129478e-18,2.0942427e-07,5.277615e-16,3.3910795e-13,4.654619e-16,7.6128105e-19,1.6969601e-12,1.9311924e-12,0.99999976,1.8879169e-13,9,hcp11m20
1,1.774452e-12,1.0,5.4077998e-17,5.0013145e-12,1.1776364e-15,2.93313e-20,4.9808664e-12,7.751075e-13,8.5842086e-13,3.9341677e-19,4.7981233e-17,1,bcc110
7,1.7113515e-14,7.6699e-08,2.433572e-19,1.6130133e-14,3.3410794e-17,3.337429e-10,3.2908e-09,0.9999999,2.84721e-10,1.3894064e-22,8.1103626e-24,7,hcp0001
2,4.8867587e-14,1.3263606e-14,1.0,1.675141e-12,6.1087837e-13,3.933679e-12,3.4376566e-09,3.979059e-13,1.214616e-14,4.5598111e-10,1.1052706e-11,2,bcc111
3,9.204871e-14,2.5946438e-15,6.999637e-22,1.0,1.0502856e-20,1.1968613e-23,7.420612e-14,1.5067156e-13,1.5464868e-22,9.402209e-21,7.7996504e-19,3,fcc100
7,4.224955e-13,5.678905e-09,1.7227024e-18,4.5034664e-17,2.770218e-20,3.9281566e-14,6.733303e-16,1.0,8.0833353e-17,5.385487e-16,1.2177232e-16,7,hcp0001
4,1.2328232e-11,1.3521132e-14,1.3602995e-15,1.1542506e-12,1.0,1.1430415e-17,9.443808e-19,6.5407744e-15,1.2932533e-21,2.9490624e-12,9.311101e-18,4,fcc110
7,1.9023893e-18,9.604479e-12,5.260323e-19,3.6360566e-14,2.5559102e-14,3.2340843e-08,1.6966265e-09,1.0,6.976075e-10,1.3365899e-18,2.4911188e-21,7,hcp0001
10,2.2736642e-10,1.0705459e-15,5.2395654e-15,4.4039146e-16,7.470545e-21,9.777529e-22,7.47586e-14,2.4758427e-17,6.11714e-18,3.5039502e-15,1.0,10,hcp2m1m10
3,1.7255587e-12,9.597988e-10,2.362491e-11,1.0,4.4246267e-16,1.1560175e-16,1.4667648e-10,1.2831576e-13,1.7354475e-12,3.250992e-20,5.4475586e-15,3,fcc100
9,1.768639e-13,8.7466605e-12,2.2426478e-07,7.502785e-14,4.2965998e-16,1.6810123e-14,2.8659822e-12,5.178665e-13,2.2508036e-10,0.99999976,1.6759741e-09,9,hcp11m20
7,1.476002e-12,1.4772408e-09,3.279208e-17,1.4258492e-10,5.773063e-18,1.436382e-11,1.8936797e-10,1.0,1.0751251e-08,1.7950185e-13,7.3880546e-19,7,hcp0001
7,2.163123e-15,2.1388451e-10,2.6281566e-21,2.1209953e-13,9.44633e-19,5.340864e-13,1.7400845e-12,1.0,2.8902895e-13,2.4223759e-18,1.0495703e-17,7,hcp0001
2,6.2812416e-12,9.7508976e-14,0.99999976,1.6947525e-14,1.8020858e-12,8.725473e-14,1.5225263e-09,8.5141714e-13,2.0454144e-12,2.5617754e-07,1.1778804e-12,2,bcc111
4,2.3879832e-11,4.8138212e-15,9.57803e-15,8.515246e-13,1.0,1.7879277e-10,3.9874164e-13,3.0234513e-16,1.7028639e-13,1.9459656e-11,1.0962609e-12,4,fcc110
2,5.519649e-13,6.193029e-10,0.9997104,8.545554e-18,1.4718397e-11,3.535727e-11,3.1146934e-09,9.787124e-14,6.537462e-14,0.00028956338,2.5814537e-12,2,bcc111
5,1.497289e-13,7.7244785e-08,2.410937e-15,2.453329e-13,4.043847e-12,0.9974618,8.252833e-06,0.0025298095,5.2724317e-08,1.8336004e-13,3.552037e-20,5,fcc111
2,2.9463876e-09,1.02116114e-10,0.9999608,9.158127e-09,2.7128952e-09,4.506191e-11,5.7325916e-10,1.647537e-08,1.4569703e-07,3.9106697e-05,6.851206e-10,2,bcc111
6,9.083964e-26,3.5365272e-23,2.911052e-25,1.1535359e-26,2.2351687e-24,6.081438e-14,1.0,2.4216368e-18,1.10626284e-13,1.3503003e-23,1.0428216e-32,6,fcc211
8,2.790856e-22,4.383545e-11,9.4344555e-17,1.6281908e-21,5.015456e-18,2.3884415e-20,2.0581873e-13,4.309153e-18,1.0,1.5461067e-18,9.8219946e-11,8,hcp10m10
10,3.6106082e-19,1.8628251e-13,1.4231062e-12,3.8732676e-24,2.4240435e-15,1.3983861e-24,1.219436e-20,1.0972452e-25,1.375673e-15,1.0412226e-19,1.0,10,hcp2m1m10
10,1.0890217e-18,2.4945952e-13,4.7930217e-16,2.8132736e-20,4.4080518e-15,2.994054e-26,1.4000443e-19,4.825085e-25,8.742817e-14,2.784288e-12,1.0,10,hcp2m1m10
6,2.2192967e-25,1.3667138e-21,2.941682e-26,2.9172475e-30,3.1408913e-26,4.6386804e-18,1.0,7.476907e-20,2.095779e-15,3.483221e-26,1.7803961e-37,6,fcc211
10,3.7999582e-14,2.5283953e-09,1.3569406e-12,4.1066658e-14,9.140147e-16,1.5676582e-19,1.6694975e-17,5.0632343e-15,6.662227e-15,3.183095e-19,1.0,10,hcp2m1m10
9,6.6319964e-13,1.1884215e-16,2.6069205e-08,4.6709676e-12,5.0234374e-12,2.2813952e-15,2.914311e-15,1.1502178e-12,6.1844514e-12,1.0,1.3857765e-13,9,hcp11m20
9,1.9074035e-10,5.0528054e-11,6.0991475e-08,8.9188885e-11,3.8896336e-10,2.5270785e-13,5.5726127e-13,7.280659e-12,1.807482e-10,0.9999999,1.3998094e-11,9,hcp11m20
10,1.0468448e-14,2.1383128e-08,1.643058e-15,1.8496729e-16,1.9513128e-12,4.456262e-19,2.4409279e-18,8.572896e-22,3.5178606e-14,9.344848e-15,1.0,10,hcp2m1m10
3,4.2772005e-11,5.2163423e-11,4.9420356e-17,1.0,3.04126e-12,1.0367748e-13,1.0770939e-11,6.417171e-13,3.5962376e-15,5.93216e-14,1.1530931e-16,3,fcc100
9,2.4223698e-11,1.1783956e-11,3.6615093e-05,2.30515e-11,4.717947e-12,1.7634638e-14,1.3199274e-10,8.082166e-12,1.7926598e-10,0.9999634,4.6368616e-12,9,hcp11m20
2,2.594019e-16,4.9191716e-14,1.0,3.3120774e-13,6.760315e-12,6.528653e-17,9.770681e-12,1.5571419e-15,1.1835475e-11,1.6182052e-11,3.7132442e-13,2,bcc111
7,1.1580037e-12,3.2616693e-08,2.511082e-18,7.352065e-12,4.0306685e-15,5.2578237e-08,1.651428e-11,0.9999999,1.0821925e-11,1.0887704e-14,2.8703876e-15,7,hcp0001
7,7.294227e-23,1.7092549e-13,1.4300715e-20,9.9281035e-20,2.5702982e-25,1.03688634e-19,1.1572838e-16,1.0,1.1549124e-10,1.9964078e-29,3.4286017e-27,7,hcp0001
2,7.4312933e-17,4.706614e-12,0.999998,2.2881405e-19,6.5804537e-15,1.5544035e-14,1.3807838e-14,2.6907025e-13,1.4469911e-14,1.979348e-06,6.215459e-15,2,bcc111
8,2.130166e-28,9.382232e-14,8.678262e-20,2.957969e-23,6.076664e-28,1.0327365e-21,1.5634909e-10,6.013475e-22,1.0,2.6880015e-19,9.374239e-21,8,hcp10m10
1,4.1074678e-24,1.0,4.740815e-16,5.049256e-13,3.9750727e-15,4.22565e-16,5.1033597e-13,2.1460349e-12,9.200103e-09,8.4325325e-19,2.2267771e-13,1,bcc110
