target_pred_class,prob_predictions_0,prob_predictions_1,prob_predictions_2,prob_predictions_3,prob_predictions_4,prob_predictions_5,prob_predictions_6,prob_predictions_7,prob_predictions_8,prob_predictions_9,prob_predictions_10,num_labels,class_labels
9,1.6781215e-12,8.5760406e-21,6.191442e-11,5.1724e-16,1.6788032e-16,7.389024e-16,1.1781812e-13,3.1346614e-22,8.082811e-17,1.0,3.7443266e-19,9,hcp11m20
0,0.9827489,7.125249e-12,4.441208e-14,0.017251119,1.4707564e-09,5.7513357e-16,2.7016631e-14,1.9335454e-13,6.6118294e-14,6.037698e-14,1.862891e-13,0,bcc100
8,6.537085e-14,2.123347e-09,3.928806e-15,2.5885652e-10,7.656571e-15,2.5272257e-11,1.2604578e-07,7.48793e-11,0.9999999,2.6225986e-13,2.0555756e-08,8,hcp10m10
1,8.509622e-13,0.9999993,9.68977e-17,1.8786826e-11,6.312787e-13,4.1387355e-15,6.400404e-14,1.0240773e-14,6.7177626e-07,1.4505871e-19,1.2847835e-12,1,bcc110
4,1.0878573e-14,3.1555555e-18,5.8755596e-08,4.304795e-20,1.0,1.22404336e-08,7.282198e-13,2.9363542e-20,4.268797e-15,2.3371201e-14,2.69293e-10,4,fcc110
5,1.0684371e-14,8.059096e-19,2.0166323e-12,1.6800335e-12,1.6938369e-08,1.0,2.1981708e-09,1.7592431e-16,1.5435026e-17,6.196225e-15,9.356043e-16,5,fcc111
3,8.696735e-05,1.7045064e-09,1.4978032e-16,0.999913,3.1173322e-10,2.7610182e-14,6.580375e-14,3.2307454e-19,4.0697027e-13,9.458967e-17,8.278663e-17,3,fcc100
7,7.673678e-15,1.2326191e-14,4.3626523e-14,2.4711653e-15,4.0534854e-17,1.9955981e-13,4.2107355e-15,1.0,5.6526198e-14,1.622047e-14,1.7349376e-16,7,hcp0001
8,8.056643e-17,8.3060236e-08,5.3936395e-19,8.7898573e-16,6.2945317e-19,1.0136539e-14,3.672369e-10,3.1164637e-16,0.99999976,6.351292e-17,6.0428356e-08,8,hcp10m10
1,6.7254913e-09,0.99999714,1.1032543e-14,9.724536e-10,3.900371e-11,2.851059e-11,1.6531734e-10,2.1343133e-12,2.4123003e-06,6.1859785e-16,4.5387156e-07,1,bcc110
10,1.1289272e-10,4.637288e-08,7.263258e-14,5.5122373e-14,8.0013915e-17,3.922275e-16,4.0424334e-11,1.5914783e-17,1.3182063e-07,3.132128e-14,0.9999999,10,hcp2m1m10
4,4.9169092e-11,2.9588402e-14,7.963695e-13,9.3899125e-14,1.0,3.398317e-18,1.5937749e-17,2.2828877e-19,1.298444e-13,2.4091727e-16,6.558854e-18,4,fcc110
4,1.4951621e-12,4.357058e-13,3.401419e-13,3.0291217e-11,1.0,7.0744617e-19,9.1269684e-14,2.4753279e-21,2.687115e-15,1.0981888e-15,7.780673e-16,4,fcc110
10,1.38300225e-08,3.3170423e-08,2.8347177e-08,7.7755197e-10,3.878984e-12,7.981597e-12,1.1289005e-08,4.609132e-12,0.00028207005,1.0481869e-15,0.9997178,10,hcp2m1m10
5,4.4958376e-13,5.278729e-14,1.5911327e-13,2.2832541e-11,4.3290418e-17,1.0,1.6892157e-13,6.68763e-14,7.5223244e-16,1.0547607e-12,8.97069e-14,5,fcc111
5,2.1330424e-15,4.3418922e-17,1.7043042e-12,7.1690553e-12,5.019855e-12,1.0,1.5103483e-11,1.8334515e-13,2.7084563e-17,7.486573e-15,7.887694e-15,5,fcc111
8,6.5367136e-21,5.5560518e-11,4.00627e-20,4.1948633e-15,2.0320067e-20,1.837778e-14,5.4798128e-11,4.4490644e-17,1.0,6.612508e-20,1.7718977e-13,8,hcp10m10
9,5.522401e-11,8.6156396e-16,1.6764221e-07,1.632473e-13,2.3815275e-12,1.7629034e-17,1.7565588e-18,6.212557e-22,7.8023873e-19,0.9999999,4.7910496e-15,9,hcp11m20
6,5.8728835e-07,1.2218453e-07,1.1932157e-11,4.569909e-05,9.602259e-07,3.134124e-08,0.8789112,6.880202e-09,0.11899285,1.305821e-06,0.0020471313,6,fcc211
5,7.293049e-18,5.238128e-22,1.157461e-15,9.52213e-18,1.1558129e-19,1.0,3.098169e-12,1.3022168e-16,1.8223846e-14,1.2149438e-16,2.4328082e-14,5,fcc111
9,3.2352498e-16,2.7497386e-21,1.6729149e-09,2.7919585e-18,3.981334e-18,2.5942795e-21,6.798092e-21,4.9911662e-23,3.1469269e-24,1.0,1.9743889e-24,9,hcp11m20
8,7.6118716e-16,2.0753943e-07,2.674349e-19,8.357837e-16,1.9739089e-16,6.795262e-16,6.6522693e-06,5.0053248e-20,0.9999931,1.06099605e-16,1.5828628e-11,8,hcp10m10
7,2.6886804e-10,9.285281e-10,1.0026773e-12,3.0769715e-10,4.087766e-12,8.214219e-09,5.044527e-10,1.0,8.8545016e-10,4.451664e-16,1.5322888e-13,7,hcp0001
0,1.0,6.806124e-17,3.4983792e-16,1.1965239e-11,1.0069861e-15,1.0424422e-20,3.8666106e-16,3.1382468e-17,1.025457e-16,3.4855495e-17,9.774095e-15,0,bcc100
9,5.0334806e-15,8.887213e-20,8.499493e-16,1.07895734e-10,2.2377045e-11,2.861862e-21,1.7789072e-17,9.879556e-20,1.1769014e-20,1.0,9.35586e-17,9,hcp11m20
4,2.2110753e-07,1.0191608e-08,1.2620272e-11,7.895128e-11,0.99999976,4.991656e-17,7.406466e-15,4.6705895e-13,1.6423677e-12,5.1455433e-13,1.7224395e-14,4,fcc110
10,5.330578e-12,3.7903127e-12,1.7935718e-12,2.5247322e-17,1.4396608e-13,3.017149e-16,3.7564882e-11,1.1665942e-12,8.832208e-09,3.417819e-10,1.0,10,hcp2m1m10
7,1.5751198e-13,6.53088e-10,8.8369925e-09,9.2751355e-14,7.515768e-09,1.7075412e-07,1.6172931e-13,0.9999999,1.4925833e-12,1.406932e-15,2.569994e-10,7,hcp0001
9,1.2317991e-10,2.1327493e-15,1.9912239e-11,5.868741e-11,4.292897e-09,1.5487823e-16,8.1492246e-16,1.4648305e-17,1.4122879e-15,1.0,9.534867e-15,9,hcp11m20
3,0.0033927779,7.746609e-07,7.6096784e-10,0.99660635,6.708448e-11,9.71759e-13,1.0051674e-13,4.4245237e-12,2.1815882e-12,2.8143815e-10,1.380304e-10,3,fcc100
8,1.10297434e-16,3.240427e-11,1.4938577e-18,2.844329e-13,2.2270402e-17,2.9491427e-11,2.3505151e-09,6.4621525e-16,1.0,2.3073695e-17,6.4019883e-09,8,hcp10m10
10,1.0767637e-14,1.9093329e-14,8.103872e-16,3.4853538e-15,4.3724238e-18,1.0804786e-15,2.0370075e-10,1.3395555e-18,4.5658544e-05,1.6786633e-15,0.99995434,10,hcp2m1m10
2,8.6701696e-13,5.655971e-15,1.0,1.1222134e-15,1.671769e-10,1.9190784e-13,6.5715012e-18,1.4681026e-14,1.3109935e-17,2.323879e-17,3.6675447e-15,2,bcc111
4,2.6515592e-10,2.273849e-19,1.6272832e-11,5.4859906e-12,1.0,4.528579e-19,5.8585905e-13,1.0879754e-18,1.5142081e-18,1.5947118e-13,5.757235e-16,4,fcc110
5,1.7873435e-15,9.181632e-15,1.462933e-08,2.9759344e-13,2.7930323e-12,1.0,4.554886e-16,3.3819216e-09,2.6586854e-17,2.5718508e-15,3.560301e-13,5,fcc111
6,3.8156403e-13,9.698731e-16,9.644607e-16,9.852924e-17,1.477111e-13,2.5939078e-14,1.0,6.913878e-19,8.0667027e-13,1.2851175e-16,2.6140205e-12,6,fcc211
10,6.2114386e-10,1.1569753e-09,3.0120084e-10,1.4401653e-12,7.1195137e-12,9.694235e-14,3.7985787e-13,1.2869221e-11,1.4574454e-05,5.533785e-10,0.99998546,10,hcp2m1m10
0,0.793778,5.8901925e-11,1.4679001e-11,0.20622195,6.2874933e-10,7.331815e-16,1.478183e-15,4.5503937e-17,8.1070316e-14,6.5247473e-12,4.302922e-09,0,bcc100
7,1.1884437e-12,2.2210158e-09,4.489563e-09,1.875202e-12,1.3952667e-11,2.551545e-06,1.1486846e-12,0.9999975,1.29452715e-08,1.5117206e-13,5.7398264e-10,7,hcp0001
8,1.6879925e-12,1.1411019e-07,2.2681086e-16,3.5920215e-11,4.6641185e-13,2.2609e-12,6.3699325e-08,4.4394196e-16,0.9999999,9.273888e-16,3.1721605e-08,8,hcp10m10
3,0.05133355,2.3082264e-11,7.098228e-14,0.94866645,2.6753547e-10,5.763064e-14,3.0847713e-09,2.1248452e-14,1.4310285e-14,4.677641e-14,1.5676677e-11,3,fcc100
8,1.2304932e-16,4.378463e-06,2.5609652e-20,2.3418447e-09,3.2786274e-11,3.675602e-11,2.3241193e-05,1.3058236e-10,0.99997234,1.856088e-17,1.0365242e-14,8,hcp10m10
6,7.621371e-15,1.2307861e-15,2.6572456e-17,6.425668e-14,3.7721527e-12,1.4368449e-15,1.0,2.3360366e-18,1.0706966e-08,2.237674e-19,2.6412622e-10,6,fcc211
1,9.230386e-13,1.0,2.5460156e-20,7.5223644e-13,1.363479e-15,3.09217e-20,6.471521e-14,3.0443645e-16,1.2540426e-10,2.2549513e-17,2.4051327e-12,1,bcc110
0,0.9993679,5.8666086e-11,9.566025e-15,0.00063214416,3.8804676e-12,8.858426e-18,1.2952381e-15,4.0389699e-22,3.1970276e-14,1.1556896e-13,1.0863572e-10,0,bcc100
8,9.746692e-15,3.9888828e-10,6.0007404e-20,2.579188e-13,2.8466166e-15,1.856475e-14,1.5378118e-08,2.0951338e-13,1.0,2.3364111e-18,8.9443244e-11,8,hcp10m10
1,5.3717524e-09,0.9999931,1.2832981e-13,2.1909925e-10,1.0728418e-12,1.3362138e-10,5.4480362e-09,5.470269e-12,4.7487383e-08,5.2187042e-15,6.8837494e-06,1,bcc110
1,6.0566246e-11,0.9999975,4.275713e-15,6.378518e-10,8.424812e-15,5.1837814e-17,1.3510935e-11,2.3301723e-20,2.5104016e-06,7.240615e-17,2.798921e-10,1,bcc110
1,3.309979e-14,1.0,2.0640119e-22,9.510525e-12,1.1371573e-13,1.0015298e-17,6.0062205e-14,1.7221793e-15,2.6642054e-08,4.4648615e-16,9.488356e-14,1,bcc110
8,9.589719e-17,6.8596115e-09,1.1229e-20,4.6922544e-16,1.0100595e-16,1.0692847e-15,4.729563e-08,1.2124569e-17,1.0,5.6629757e-19,8.311885e-09,8,hcp10m10
8,1.4167875e-16,6.8712196e-11,1.396507e-20,7.598322e-15,1.7684274e-16,6.155163e-15,2.7217504e-09,1.8413876e-15,1.0,3.0132897e-20,1.9177875e-12,8,hcp10m10
2,7.165103e-15,2.343962e-18,0.9999994,1.0809716e-13,6.498988e-07,3.1307504e-08,1.3619157e-12,1.2911085e-13,3.201083e-16,3.4975167e-12,7.990277e-19,2,bcc111
7,2.594494e-16,3.5422446e-12,1.9921639e-13,7.766196e-14,3.860835e-15,5.3600298e-09,2.0536593e-12,1.0,6.68131e-09,5.151735e-19,5.3856072e-17,7,hcp0001
1,3.4254821e-09,0.9999999,7.621744e-16,1.276126e-09,1.9839362e-12,5.5338486e-12,1.1087543e-11,1.4423857e-15,7.8793306e-08,1.3036909e-19,3.7626606e-08,1,bcc110
2,8.846998e-12,2.1210266e-14,1.0,4.018667e-13,2.6773174e-08,2.0682362e-11,1.120652e-15,1.8923346e-12,4.816997e-16,1.9577606e-10,1.9882479e-19,2,bcc111
7,1.5616764e-13,2.470998e-13,1.2327644e-11,2.2289612e-13,1.250216e-11,2.9407645e-13,4.2194546e-13,1.0,3.956886e-12,7.4434484e-14,1.1514405e-12,7,hcp0001
4,4.8047357e-13,1.3094121e-20,3.1500633e-08,2.6395656e-17,1.0,4.034152e-08,9.631045e-15,2.808885e-22,4.3463815e-14,7.036913e-12,6.2113034e-14,4,fcc110
4,3.0532943e-10,1.5486627e-14,1.12369634e-10,4.3486664e-12,1.0,8.610438e-11,2.1835093e-15,2.0727833e-17,4.778798e-13,1.2417088e-10,4.8097306e-14,4,fcc110
6,2.7149615e-18,1.18918736e-17,1.1781109e-18,1.8336849e-14,4.6517387e-11,4.3800345e-11,1.0,3.5001908e-18,2.4125172e-11,7.3515315e-20,1.324132e-24,6,fcc211
7,9.399816e-11,6.103985e-09,4.837196e-12,1.2228017e-08,2.231393e-10,2.2721346e-07,5.300473e-09,0.99999976,3.1692495e-09,2.5158314e-15,1.107429e-11,7,hcp0001
5,1.889469e-14,2.0610738e-14,5.6495234e-15,6.196944e-12,2.0126024e-15,1.0,1.2091046e-08,1.3098065e-13,1.0907865e-11,1.0971838e-15,4.0645583e-16,5,fcc111
3,1.5602367e-05,4.9947874e-10,3.3638003e-19,0.9999844,2.1977119e-10,5.6520836e-16,2.6945268e-10,1.3291832e-15,1.04069834e-11,3.1283837e-14,5.1350446e-16,3,fcc100
2,4.0390524e-10,5.7126713e-16,1.0,3.8821425e-13,5.374612e-15,1.274391e-14,7.2892903e-19,9.173093e-22,2.203808e-17,2.552877e-16,1.0919372e-19,2,bcc111
9,9.701089e-18,7.360445e-15,8.4478924e-11,1.1220765e-15,7.8813814e-14,1.5419779e-14,7.177841e-19,2.1279726e-21,2.949354e-20,1.0,4.184296e-24,9,hcp11m20
9,3.8991268e-14,3.2950354e-23,5.4100006e-12,2.8370643e-16,4.3590508e-14,3.3803756e-23,1.0704361e-14,3.375777e-22,8.403571e-18,1.0,1.0797163e-15,9,hcp11m20
3,1.6427676e-10,3.291393e-15,1.1711789e-18,1.0,6.0950507e-13,4.8738847e-18,1.3199516e-16,1.6936125e-21,1.4281758e-18,2.421785e-14,2.2171164e-15,3,fcc100
9,2.566212e-18,1.5589955e-16,9.2015326e-11,3.7303433e-14,4.4879017e-14,2.5180405e-15,4.8034866e-18,3.7394553e-21,8.5099223e-20,1.0,1.7275564e-21,9,hcp11m20
4,1.8886513e-10,1.4244195e-21,2.022015e-10,3.043144e-13,1.0,4.054427e-14,1.03473514e-11,7.215951e-18,6.729166e-17,2.2370823e-14,4.74983e-16,4,fcc110
6,6.9751927e-15,2.0502763e-17,4.4022304e-18,1.2222973e-17,7.237555e-13,5.9677523e-13,1.0,2.8952852e-15,3.6716498e-13,3.9305206e-20,1.8370787e-16,6,fcc211
7,2.243829e-11,1.8761881e-11,2.7926871e-15,2.2123602e-11,1.6451215e-11,5.231659e-14,3.4369266e-14,1.0,1.0325147e-12,3.9828098e-17,4.3599028e-16,7,hcp0001
4,1.4812887e-14,2.6673202e-17,9.934863e-13,4.218459e-12,1.0,8.2261396e-19,7.111653e-15,5.2957436e-17,4.577715e-19,3.1829875e-14,2.1859217e-19,4,fcc110
9,2.5395361e-20,1.2362853e-25,6.203324e-14,8.96035e-24,8.93776e-22,2.1958846e-26,2.8485754e-20,5.462065e-29,4.931453e-24,1.0,2.822744e-20,9,hcp11m20
6,9.252618e-12,7.738829e-13,8.097015e-15,4.8564028e-14,9.192945e-13,8.7086534e-13,1.0,7.685953e-15,1.2351022e-10,1.3609698e-14,1.8094061e-11,6,fcc211
1,4.9359866e-10,1.0,1.7730867e-18,9.944718e-10,2.787225e-13,7.591038e-18,2.878575e-14,1.0016231e-14,1.1527195e-08,4.9635717e-18,5.3719117e-13,1,bcc110
8,1.9480969e-13,4.3540177e-07,1.1371429e-17,9.781703e-13,9.61217e-15,8.712686e-12,5.8193837e-07,3.811032e-17,0.9999989,1.5022107e-18,1.9350068e-12,8,hcp10m10
10,1.7010694e-09,1.6373375e-10,8.897687e-11,3.1614078e-13,6.2135355e-13,3.0197754e-12,2.1010553e-07,2.2674183e-15,1.0914373e-05,1.5360026e-13,0.9999888,10,hcp2m1m10
0,1.0,1.7437683e-13,1.0623323e-15,4.3041273e-10,6.7127895e-15,1.7705088e-21,1.5193534e-16,5.3135226e-20,4.336107e-21,5.5899886e-16,9.187049e-18,0,bcc100
10,2.7648292e-12,2.296848e-14,3.5135786e-20,1.2534918e-15,2.5777685e-19,3.6439258e-20,2.2756997e-13,8.422797e-25,8.1272383e-10,6.741194e-12,1.0,10,hcp2m1m10
5,2.8152732e-18,1.5009025e-23,8.6794515e-13,4.938024e-16,1.5479735e-08,1.0,1.2236207e-12,3.0409258e-18,8.334318e-20,6.784531e-17,3.686266e-17,5,fcc111
1,1.7240602e-14,0.9999981,5.8372597e-22,2.5995892e-10,4.721198e-12,1.3256865e-16,2.7840013e-12,1.750669e-14,1.9337458e-06,1.8510463e-23,3.1537474e-16,1,bcc110
10,2.0931186e-15,4.2517396e-12,6.4465966e-22,3.4996705e-18,5.0297304e-18,8.1281936e-19,7.3766564e-17,1.3389287e-23,8.6354585e-10,1.21628985e-14,1.0,10,hcp2m1m10
2,7.2310456e-12,1.303654e-15,1.0,7.365073e-13,1.884623e-08,1.342126e-10,8.3571934e-16,2.4292749e-14,2.5432656e-11,3.3207757e-09,1.0653784e-18,2,bcc111
10,2.735634e-10,3.0718265e-11,8.552671e-15,6.257862e-16,2.3540301e-14,2.0998964e-18,2.2048608e-11,3.4164352e-18,3.3629996e-07,3.339285e-15,0.99999964,10,hcp2m1m10
5,1.4576684e-16,6.180511e-20,1.2848286e-08,5.733625e-14,2.5529908e-11,1.0,3.5758826e-11,2.5635047e-12,3.040843e-19,5.53395e-10,4.480595e-15,5,fcc111
9,8.875747e-12,2.0900095e-20,1.6997587e-09,1.5201874e-17,1.2150007e-14,3.098043e-17,4.1078333e-14,6.9282424e-26,9.952425e-17,1.0,2.0572767e-13,9,hcp11m20
7,8.1841204e-15,1.4550081e-15,6.229777e-14,7.485769e-16,9.136775e-14,3.858778e-09,1.4926774e-12,1.0,6.820231e-11,1.313913e-16,8.051615e-15,7,hcp0001
9,2.0071852e-19,1.191765e-20,8.984478e-17,1.2714204e-16,1.9699132e-16,4.912776e-22,1.625361e-21,4.7489084e-30,4.0838375e-20,1.0,1.3201835e-23,9,hcp11m20
3,1.8972743e-09,2.4680297e-10,4.9281685e-14,1.0,1.7952412e-13,1.07459756e-13,4.2634572e-16,2.0266837e-17,6.8672774e-18,4.0556378e-12,1.3990369e-13,3,fcc100
9,5.479368e-13,1.5042056e-21,7.048795e-10,1.3215191e-15,7.233204e-14,3.538192e-20,2.0786506e-17,4.2473776e-20,9.301839e-17,1.0,6.3775906e-16,9,hcp11m20
5,8.530473e-14,2.2709237e-15,2.8202214e-08,6.298245e-11,7.492545e-11,1.0,1.1629436e-09,7.135146e-11,7.9189923e-14,4.5379854e-12,5.987993e-16,5,fcc111
4,7.313555e-14,1.1594378e-20,8.818349e-14,7.946837e-13,1.0,2.4338528e-10,2.9411475e-12,2.5671924e-17,1.5534886e-13,9.314654e-14,1.3817701e-09,4,fcc110
4,5.0333158e-12,3.3208922e-15,2.4970137e-09,1.3758168e-12,1.0,4.791907e-16,9.435941e-15,6.5193987e-12,3.0062897e-14,6.667585e-17,4.9251538e-17,4,fcc110
5,2.1595156e-19,2.723468e-25,1.9714657e-12,3.0884482e-18,1.3143545e-08,1.0,2.364973e-09,1.33437e-16,5.7277564e-21,9.809454e-18,1.6273009e-16,5,fcc111
5,3.9354714e-20,1.3480924e-23,1.9831145e-13,3.808113e-18,3.7907101e-16,1.0,1.2656432e-15,2.7757834e-19,1.7395665e-20,3.4430837e-20,1.1261319e-17,5,fcc111
5,5.706107e-19,8.407964e-18,3.4738603e-14,2.9371546e-13,5.584456e-13,1.0,6.82241e-13,3.9739203e-15,3.198668e-16,2.9327333e-16,1.2610905e-20,5,fcc111
3,0.002565384,1.7402183e-12,5.946047e-19,0.9974347,8.841499e-09,3.1786794e-23,6.247356e-10,1.5229343e-20,3.616478e-14,1.4695583e-09,2.5121928e-16,3,fcc100
1,4.6541816e-12,0.99999905,1.2069137e-17,1.0563236e-09,3.0887222e-14,3.1782207e-15,1.0548673e-10,1.1148351e-15,9.911831e-07,6.3711064e-19,1.5159885e-12,1,bcc110
6,8.734683e-14,3.9070754e-15,4.611138e-19,2.8340375e-11,4.237208e-12,7.512664e-15,1.0,3.6321215e-13,7.477782e-11,1.2066583e-15,1.11920916e-13,6,fcc211
2,2.2678313e-09,6.931703e-19,1.0,4.161915e-16,1.238815e-11,5.266977e-16,8.365197e-24,2.4141737e-19,4.0807343e-22,5.616432e-15,7.4469654e-19,2,bcc111
3,4.7063157e-05,5.5993436e-11,6.242406e-16,0.9999529,1.2527338e-13,2.0269589e-10,5.180263e-08,2.861952e-13,1.1417725e-12,1.4961829e-10,1.4588877e-12,3,fcc100
0,0.9843667,8.105719e-10,4.869864e-09,0.015633196,1.3758435e-07,1.7252327e-12,1.0574475e-12,1.0359453e-15,1.9827133e-13,2.6690298e-13,2.9293637e-11,0,bcc100
2,2.594305e-13,3.5197627e-20,1.0,4.483876e-16,3.9845998e-11,7.20171e-17,2.1001675e-20,9.631956e-24,4.235045e-22,2.4440411e-17,6.3811724e-22,2,bcc111
9,3.735566e-12,3.5195668e-17,1.2236303e-08,7.660956e-11,3.903621e-14,4.127277e-15,1.1552944e-16,1.3034921e-19,5.4359933e-16,1.0,4.0575138e-14,9,hcp11m20
